"","Date","Provinsi","Total.Cases","Total.Deaths","Total.Recovered","Total.Active.Cases","Location.Level","Population","Population.Density","Longitude","Latitude"
"7565",2020-10-24,"Jawa Tengah",31587,1691,26003,3893,"Province",36364072,1108.64,110.2011149,-7.259097177
"7566",2020-10-24,"Jawa Timur",50714,4087,46708,-81,"Province",40479023,846.78,112.7329414,-7.723345579
"7567",2020-10-24,"Kalimantan Barat",1564,10,1288,266,"Province",5422814,36.81,111.1211776,-0.086474572
"7568",2020-10-24,"Kalimantan Selatan",11633,471,10459,703,"Province",4023049,103.84,115.4385783,-2.993594979
"7569",2020-10-24,"Kalimantan Tengah",4233,148,3705,380,"Province",2570289,16.74,113.4176536,-1.602484653
"7570",2020-10-24,"Kalimantan Timur",12943,462,9817,2664,"Province",3552191,27.52,116.4684405,0.45385803
"7571",2020-10-24,"Kalimantan Utara",766,7,654,105,"Province",648407,8.59,116.2188791,2.891012621
"7572",2020-10-24,"Kepulauan Bangka Belitung",550,7,507,36,"Province",1379767,84.01,106.5499324,-2.447444127
"7573",2020-10-24,"Kepulauan Riau",3207,87,2405,715,"Province",1929400,235.24,108.261746,3.916346
"7574",2020-10-24,"Lampung",1551,62,971,518,"Province",9095591,262.7,105.0214366,-4.916792975
"7575",2020-10-24,"Maluku",3718,45,2931,742,"Province",1847097,39.37,129.576792,-3.192572
"7576",2020-10-24,"Maluku Utara",2188,74,1951,163,"Province",1307803,40.89,127.5391072,0.212036949
"7577",2020-10-24,"Nusa Tenggara Barat",3836,217,3126,493,"Province",5270247,283.77,117.5086257,-8.606998866
"7578",2020-10-24,"Nusa Tenggara Timur",649,8,465,176,"Province",5411321,111.07,121.592271,-8.682205
"7579",2020-10-24,"Papua",8569,120,4560,3889,"Province",4340348,13.6,138.69603,-4.66620953
"7580",2020-10-24,"Papua Barat",3879,61,2844,974,"Province",1140701,11.08,132.9762624,-2.045160182
"7581",2020-10-24,"Riau",13259,301,9150,3808,"Province",6074100,69.8,101.8051092,0.511647851
"7582",2020-10-24,"Sulawesi Barat",978,12,767,199,"Province",1559984,92.93,119.3450194,-2.461746053
"7583",2020-10-24,"Sulawesi Selatan",17852,447,15598,1807,"Province",9426885,201.78,120.1620559,-3.731080714
"7584",2020-10-24,"Sulawesi Tengah",799,33,532,234,"Province",2955567,47.79,121.2010927,-1.00413668
"7585",2020-10-24,"Sulawesi Tenggara",4620,77,3262,1281,"Province",2635461,69.23,122.070311,-4.124688793
"7586",2020-10-24,"Sulawesi Utara",5177,195,4348,634,"Province",2641884,190.17,124.5212396,1.259638212
"7587",2020-10-24,"Sumatera Barat",12427,231,7269,4927,"Province",5519245,131.37,100.4650624,-0.850253225
"7588",2020-10-24,"Sumatera Selatan",7500,408,5758,1334,"Province",8217551,89.72,104.1694647,-3.216211808
"7589",2020-10-24,"Sumatera Utara",12470,515,10161,1794,"Province",14874889,203.82,99.05196442,2.191894453
"7590",2020-10-25,"Aceh",7212,264,4987,1961,"Province",5247257,90.54,96.91052174,4.225614628
"7591",2020-10-25,"Bali",11388,373,10232,783,"Province",4216171,729.43,115.1317136,-8.369471688
"7592",2020-10-25,"Banten",8795,257,6724,1814,"Province",10722374,1109.64,106.1090043,-6.456736388
"7593",2020-10-25,"Bengkulu",995,48,795,152,"Province",1999539,100.38,102.3384213,-3.533583627
"7594",2020-10-25,"DKI Jakarta",100992,2193,86962,11837,"Province",10846145,16334.31,106.8361183,-6.204698991
"7595",2020-10-25,"Daerah Istimewa Yogyakarta",3550,89,2943,518,"Province",3631015,1158.9,110.4448783,-7.89450185
"7596",2020-10-25,"Gorontalo",3001,84,2838,79,"Province",1180651,104.88,122.3760581,0.687002604
"7598",2020-10-25,"Jambi",1140,23,508,609,"Province",3493357,69.79,102.7236404,-1.69769766
"7599",2020-10-25,"Jawa Barat",33880,689,23632,9559,"Province",45161325,1276.55,107.6037083,-6.920432083
"7600",2020-10-25,"Jawa Tengah",31942,1699,26370,3873,"Province",36364072,1108.64,110.2011149,-7.259097177
"7601",2020-10-25,"Jawa Timur",50960,4105,46977,-122,"Province",40479023,846.78,112.7329414,-7.723345579
"7602",2020-10-25,"Kalimantan Barat",1564,10,1288,266,"Province",5422814,36.81,111.1211776,-0.086474572
"7603",2020-10-25,"Kalimantan Selatan",11652,474,10511,667,"Province",4023049,103.84,115.4385783,-2.993594979
"7604",2020-10-25,"Kalimantan Tengah",4251,148,3731,372,"Province",2570289,16.74,113.4176536,-1.602484653
"7605",2020-10-25,"Kalimantan Timur",13118,465,9970,2683,"Province",3552191,27.52,116.4684405,0.45385803
"7606",2020-10-25,"Kalimantan Utara",780,7,662,111,"Province",648407,8.59,116.2188791,2.891012621
"7607",2020-10-25,"Kepulauan Bangka Belitung",554,7,509,38,"Province",1379767,84.01,106.5499324,-2.447444127
"7608",2020-10-25,"Kepulauan Riau",3362,88,2457,817,"Province",1929400,235.24,108.261746,3.916346
"7609",2020-10-25,"Lampung",1601,62,973,566,"Province",9095591,262.7,105.0214366,-4.916792975
"7610",2020-10-25,"Maluku",3739,45,3029,665,"Province",1847097,39.37,129.576792,-3.192572
"7611",2020-10-25,"Maluku Utara",2188,74,1951,163,"Province",1307803,40.89,127.5391072,0.212036949
"7612",2020-10-25,"Nusa Tenggara Barat",3858,219,3142,497,"Province",5270247,283.77,117.5086257,-8.606998866
"7613",2020-10-25,"Nusa Tenggara Timur",652,8,465,179,"Province",5411321,111.07,121.592271,-8.682205
"7614",2020-10-25,"Papua",8618,120,4560,3938,"Province",4340348,13.6,138.69603,-4.66620953
"7615",2020-10-25,"Papua Barat",3885,61,3084,740,"Province",1140701,11.08,132.9762624,-2.045160182
"7616",2020-10-25,"Riau",13547,304,9691,3552,"Province",6074100,69.8,101.8051092,0.511647851
"7617",2020-10-25,"Sulawesi Barat",987,12,788,187,"Province",1559984,92.93,119.3450194,-2.461746053
"7618",2020-10-25,"Sulawesi Selatan",17898,451,15694,1753,"Province",9426885,201.78,120.1620559,-3.731080714
"7619",2020-10-25,"Sulawesi Tengah",817,33,571,213,"Province",2955567,47.79,121.2010927,-1.00413668
"7620",2020-10-25,"Sulawesi Tenggara",4663,79,3334,1250,"Province",2635461,69.23,122.070311,-4.124688793
"7621",2020-10-25,"Sulawesi Utara",5210,195,4381,634,"Province",2641884,190.17,124.5212396,1.259638212
"7622",2020-10-25,"Sumatera Barat",12783,237,7442,5104,"Province",5519245,131.37,100.4650624,-0.850253225
"7623",2020-10-25,"Sumatera Selatan",7522,408,5940,1174,"Province",8217551,89.72,104.1694647,-3.216211808
"7624",2020-10-25,"Sumatera Utara",12560,517,10236,1807,"Province",14874889,203.82,99.05196442,2.191894453
"7625",2020-10-26,"Aceh",7252,269,4987,1996,"Province",5247257,90.54,96.91052174,4.225614628
"7626",2020-10-26,"Bali",11455,375,10290,790,"Province",4216171,729.43,115.1317136,-8.369471688
"7627",2020-10-26,"Banten",8915,260,6945,1710,"Province",10722374,1109.64,106.1090043,-6.456736388
"7628",2020-10-26,"Bengkulu",995,48,800,147,"Province",1999539,100.38,102.3384213,-3.533583627
"7629",2020-10-26,"DKI Jakarta",101898,2206,88147,11545,"Province",10846145,16334.31,106.8361183,-6.204698991
"7630",2020-10-26,"Daerah Istimewa Yogyakarta",3576,89,2972,515,"Province",3631015,1158.9,110.4448783,-7.89450185
"7631",2020-10-26,"Gorontalo",3003,84,2841,78,"Province",1180651,104.88,122.3760581,0.687002604
"7633",2020-10-26,"Jambi",1149,24,527,598,"Province",3493357,69.79,102.7236404,-1.69769766
"7634",2020-10-26,"Jawa Barat",34321,703,24073,9545,"Province",45161325,1276.55,107.6037083,-6.920432083
"7635",2020-10-26,"Jawa Tengah",32101,1716,26667,3718,"Province",36364072,1108.64,110.2011149,-7.259097177
"7636",2020-10-26,"Jawa Timur",51248,4118,47262,-132,"Province",40479023,846.78,112.7329414,-7.723345579
"7637",2020-10-26,"Kalimantan Barat",1577,12,1300,265,"Province",5422814,36.81,111.1211776,-0.086474572
"7638",2020-10-26,"Kalimantan Selatan",11654,476,10567,611,"Province",4023049,103.84,115.4385783,-2.993594979
"7639",2020-10-26,"Kalimantan Tengah",4274,151,3765,358,"Province",2570289,16.74,113.4176536,-1.602484653
"7640",2020-10-26,"Kalimantan Timur",13224,467,10098,2659,"Province",3552191,27.52,116.4684405,0.45385803
"7641",2020-10-26,"Kalimantan Utara",782,7,664,111,"Province",648407,8.59,116.2188791,2.891012621
"7642",2020-10-26,"Kepulauan Bangka Belitung",555,7,516,32,"Province",1379767,84.01,106.5499324,-2.447444127
"7643",2020-10-26,"Kepulauan Riau",3500,91,2524,885,"Province",1929400,235.24,108.261746,3.916346
"7644",2020-10-26,"Lampung",1646,65,979,602,"Province",9095591,262.7,105.0214366,-4.916792975
"7645",2020-10-26,"Maluku",3739,45,3088,606,"Province",1847097,39.37,129.576792,-3.192572
"7646",2020-10-26,"Maluku Utara",2192,74,1951,167,"Province",1307803,40.89,127.5391072,0.212036949
"7647",2020-10-26,"Nusa Tenggara Barat",3884,219,3164,501,"Province",5270247,283.77,117.5086257,-8.606998866
"7648",2020-10-26,"Nusa Tenggara Timur",653,8,465,180,"Province",5411321,111.07,121.592271,-8.682205
"7649",2020-10-26,"Papua",8785,125,4626,4034,"Province",4340348,13.6,138.69603,-4.66620953
"7650",2020-10-26,"Papua Barat",3891,63,3102,726,"Province",1140701,11.08,132.9762624,-2.045160182
"7651",2020-10-26,"Riau",13753,308,9953,3492,"Province",6074100,69.8,101.8051092,0.511647851
"7652",2020-10-26,"Sulawesi Barat",988,12,788,188,"Province",1559984,92.93,119.3450194,-2.461746053
"7653",2020-10-26,"Sulawesi Selatan",17912,451,15774,1687,"Province",9426885,201.78,120.1620559,-3.731080714
"7654",2020-10-26,"Sulawesi Tengah",821,33,603,185,"Province",2955567,47.79,121.2010927,-1.00413668
"7655",2020-10-26,"Sulawesi Tenggara",4673,79,3397,1197,"Province",2635461,69.23,122.070311,-4.124688793
"7656",2020-10-26,"Sulawesi Utara",5232,195,4412,625,"Province",2641884,190.17,124.5212396,1.259638212
"7657",2020-10-26,"Sumatera Barat",13054,241,7627,5186,"Province",5519245,131.37,100.4650624,-0.850253225
"7658",2020-10-26,"Sumatera Selatan",7538,410,6071,1057,"Province",8217551,89.72,104.1694647,-3.216211808
"7659",2020-10-26,"Sumatera Utara",12653,524,10321,1808,"Province",14874889,203.82,99.05196442,2.191894453
"7660",2020-10-27,"Aceh",7265,273,4987,2005,"Province",5247257,90.54,96.91052174,4.225614628
"7661",2020-10-27,"Bali",11520,379,10367,774,"Province",4216171,729.43,115.1317136,-8.369471688
"7662",2020-10-27,"Banten",9039,260,7048,1731,"Province",10722374,1109.64,106.1090043,-6.456736388
"7663",2020-10-27,"Bengkulu",1017,48,812,157,"Province",1999539,100.38,102.3384213,-3.533583627
"7664",2020-10-27,"DKI Jakarta",102679,2217,89277,11185,"Province",10846145,16334.31,106.8361183,-6.204698991
"7665",2020-10-27,"Daerah Istimewa Yogyakarta",3617,90,3004,523,"Province",3631015,1158.9,110.4448783,-7.89450185
"7666",2020-10-27,"Gorontalo",3005,84,2842,79,"Province",1180651,104.88,122.3760581,0.687002604
"7668",2020-10-27,"Jambi",1156,25,549,582,"Province",3493357,69.79,102.7236404,-1.69769766
"7669",2020-10-27,"Jawa Barat",34716,717,24629,9370,"Province",45161325,1276.55,107.6037083,-6.920432083
"7670",2020-10-27,"Jawa Tengah",32415,1728,26984,3703,"Province",36364072,1108.64,110.2011149,-7.259097177
"7671",2020-10-27,"Jawa Timur",51534,4128,47532,-126,"Province",40479023,846.78,112.7329414,-7.723345579
"7672",2020-10-27,"Kalimantan Barat",1606,12,1306,288,"Province",5422814,36.81,111.1211776,-0.086474572
"7673",2020-10-27,"Kalimantan Selatan",11666,479,10599,588,"Province",4023049,103.84,115.4385783,-2.993594979
"7674",2020-10-27,"Kalimantan Tengah",4284,151,3797,336,"Province",2570289,16.74,113.4176536,-1.602484653
"7675",2020-10-27,"Kalimantan Timur",13347,471,10312,2564,"Province",3552191,27.52,116.4684405,0.45385803
"7676",2020-10-27,"Kalimantan Utara",791,7,672,112,"Province",648407,8.59,116.2188791,2.891012621
"7677",2020-10-27,"Kepulauan Bangka Belitung",567,7,529,31,"Province",1379767,84.01,106.5499324,-2.447444127
"7678",2020-10-27,"Kepulauan Riau",3603,91,2524,988,"Province",1929400,235.24,108.261746,3.916346
"7679",2020-10-27,"Lampung",1686,69,979,638,"Province",9095591,262.7,105.0214366,-4.916792975
"7680",2020-10-27,"Maluku",3772,47,3125,600,"Province",1847097,39.37,129.576792,-3.192572
"7681",2020-10-27,"Maluku Utara",2193,74,1951,168,"Province",1307803,40.89,127.5391072,0.212036949
"7682",2020-10-27,"Nusa Tenggara Barat",3913,219,3196,498,"Province",5270247,283.77,117.5086257,-8.606998866
"7683",2020-10-27,"Nusa Tenggara Timur",667,8,471,188,"Province",5411321,111.07,121.592271,-8.682205
"7684",2020-10-27,"Papua",8785,125,4626,4034,"Province",4340348,13.6,138.69603,-4.66620953
"7685",2020-10-27,"Papua Barat",3974,63,3371,540,"Province",1140701,11.08,132.9762624,-2.045160182
"7686",2020-10-27,"Riau",14000,314,10249,3437,"Province",6074100,69.8,101.8051092,0.511647851
"7687",2020-10-27,"Sulawesi Barat",997,12,820,165,"Province",1559984,92.93,119.3450194,-2.461746053
"7688",2020-10-27,"Sulawesi Selatan",18100,451,16139,1510,"Province",9426885,201.78,120.1620559,-3.731080714
"7689",2020-10-27,"Sulawesi Tengah",838,33,616,189,"Province",2955567,47.79,121.2010927,-1.00413668
"7690",2020-10-27,"Sulawesi Tenggara",4713,80,3453,1180,"Province",2635461,69.23,122.070311,-4.124688793
"7691",2020-10-27,"Sulawesi Utara",5243,197,4437,609,"Province",2641884,190.17,124.5212396,1.259638212
"7692",2020-10-27,"Sumatera Barat",13366,250,8108,5008,"Province",5519245,131.37,100.4650624,-0.850253225
"7693",2020-10-27,"Sumatera Selatan",7581,411,6131,1039,"Province",8217551,89.72,104.1694647,-3.216211808
"7694",2020-10-27,"Sumatera Utara",12743,525,10413,1805,"Province",14874889,203.82,99.05196442,2.191894453
"7695",2020-10-28,"Aceh",7339,277,4987,2075,"Province",5247257,90.54,96.91052174,4.225614628
"7696",2020-10-28,"Bali",11588,381,10403,804,"Province",4216171,729.43,115.1317136,-8.369471688
"7697",2020-10-28,"Banten",9209,261,7143,1805,"Province",10722374,1109.64,106.1090043,-6.456736388
"7698",2020-10-28,"Bengkulu",1040,48,815,177,"Province",1999539,100.38,102.3384213,-3.533583627
"7699",2020-10-28,"DKI Jakarta",103523,2234,90337,10952,"Province",10846145,16334.31,106.8361183,-6.204698991
"7700",2020-10-28,"Daerah Istimewa Yogyakarta",3662,91,3045,526,"Province",3631015,1158.9,110.4448783,-7.89450185
"7701",2020-10-28,"Gorontalo",3007,84,2842,81,"Province",1180651,104.88,122.3760581,0.687002604
"7703",2020-10-28,"Jambi",1188,26,581,581,"Province",3493357,69.79,102.7236404,-1.69769766
"7704",2020-10-28,"Jawa Barat",35123,724,25001,9398,"Province",45161325,1276.55,107.6037083,-6.920432083
"7705",2020-10-28,"Jawa Tengah",32733,1738,27313,3682,"Province",36364072,1108.64,110.2011149,-7.259097177
"7706",2020-10-28,"Jawa Timur",51766,4143,47792,-169,"Province",40479023,846.78,112.7329414,-7.723345579
"7707",2020-10-28,"Kalimantan Barat",1620,16,1328,276,"Province",5422814,36.81,111.1211776,-0.086474572
"7708",2020-10-28,"Kalimantan Selatan",11735,481,10679,575,"Province",4023049,103.84,115.4385783,-2.993594979
"7709",2020-10-28,"Kalimantan Tengah",4288,151,3814,323,"Province",2570289,16.74,113.4176536,-1.602484653
"7710",2020-10-28,"Kalimantan Timur",13561,472,10404,2685,"Province",3552191,27.52,116.4684405,0.45385803
"7711",2020-10-28,"Kalimantan Utara",805,7,679,119,"Province",648407,8.59,116.2188791,2.891012621
"7712",2020-10-28,"Kepulauan Bangka Belitung",574,7,544,23,"Province",1379767,84.01,106.5499324,-2.447444127
"7713",2020-10-28,"Kepulauan Riau",3738,92,2546,1100,"Province",1929400,235.24,108.261746,3.916346
"7714",2020-10-28,"Lampung",1729,71,1018,640,"Province",9095591,262.7,105.0214366,-4.916792975
"7715",2020-10-28,"Maluku",3785,47,3164,574,"Province",1847097,39.37,129.576792,-3.192572
"7716",2020-10-28,"Maluku Utara",2196,75,1951,170,"Province",1307803,40.89,127.5391072,0.212036949
"7717",2020-10-28,"Nusa Tenggara Barat",3940,219,3228,493,"Province",5270247,283.77,117.5086257,-8.606998866
"7718",2020-10-28,"Nusa Tenggara Timur",669,8,485,176,"Province",5411321,111.07,121.592271,-8.682205
"7719",2020-10-28,"Papua",8910,130,4665,4115,"Province",4340348,13.6,138.69603,-4.66620953
"7720",2020-10-28,"Papua Barat",4080,65,3491,524,"Province",1140701,11.08,132.9762624,-2.045160182
"7721",2020-10-28,"Riau",14249,320,10514,3415,"Province",6074100,69.8,101.8051092,0.511647851
"7722",2020-10-28,"Sulawesi Barat",1000,14,820,166,"Province",1559984,92.93,119.3450194,-2.461746053
"7723",2020-10-28,"Sulawesi Selatan",18215,453,16247,1515,"Province",9426885,201.78,120.1620559,-3.731080714
"7724",2020-10-28,"Sulawesi Tengah",848,34,626,188,"Province",2955567,47.79,121.2010927,-1.00413668
"7725",2020-10-28,"Sulawesi Tenggara",4857,80,3563,1214,"Province",2635461,69.23,122.070311,-4.124688793
"7726",2020-10-28,"Sulawesi Utara",5286,199,4452,635,"Province",2641884,190.17,124.5212396,1.259638212
"7727",2020-10-28,"Sumatera Barat",13632,254,8307,5071,"Province",5519245,131.37,100.4650624,-0.850253225
"7728",2020-10-28,"Sumatera Selatan",7667,411,6169,1087,"Province",8217551,89.72,104.1694647,-3.216211808
"7729",2020-10-28,"Sumatera Utara",12835,527,10501,1807,"Province",14874889,203.82,99.05196442,2.191894453
"7730",2020-10-29,"Aceh",7373,277,4988,2108,"Province",5247257,90.54,96.91052174,4.225614628
"7731",2020-10-29,"Bali",11647,383,10458,806,"Province",4216171,729.43,115.1317136,-8.369471688
"7732",2020-10-29,"Banten",9300,263,7224,1813,"Province",10722374,1109.64,106.1090043,-6.456736388
"7733",2020-10-29,"Bengkulu",1049,48,820,181,"Province",1999539,100.38,102.3384213,-3.533583627
"7734",2020-10-29,"DKI Jakarta",104236,2248,91421,10567,"Province",10846145,16334.31,106.8361183,-6.204698991
"7735",2020-10-29,"Daerah Istimewa Yogyakarta",3744,92,3096,556,"Province",3631015,1158.9,110.4448783,-7.89450185
"7736",2020-10-29,"Gorontalo",3007,84,2848,75,"Province",1180651,104.88,122.3760581,0.687002604
"7738",2020-10-29,"Jambi",1219,26,600,593,"Province",3493357,69.79,102.7236404,-1.69769766
"7739",2020-10-29,"Jawa Barat",35581,724,25491,9366,"Province",45161325,1276.55,107.6037083,-6.920432083
"7740",2020-10-29,"Jawa Tengah",33101,1747,27547,3807,"Province",36364072,1108.64,110.2011149,-7.259097177
"7741",2020-10-29,"Jawa Timur",52008,4158,48074,-224,"Province",40479023,846.78,112.7329414,-7.723345579
"7742",2020-10-29,"Kalimantan Barat",1633,17,1328,288,"Province",5422814,36.81,111.1211776,-0.086474572
"7743",2020-10-29,"Kalimantan Selatan",11767,483,10722,562,"Province",4023049,103.84,115.4385783,-2.993594979
"7744",2020-10-29,"Kalimantan Tengah",4328,151,3841,336,"Province",2570289,16.74,113.4176536,-1.602484653
"7745",2020-10-29,"Kalimantan Timur",13769,478,10678,2613,"Province",3552191,27.52,116.4684405,0.45385803
"7746",2020-10-29,"Kalimantan Utara",814,7,683,124,"Province",648407,8.59,116.2188791,2.891012621
"7747",2020-10-29,"Kepulauan Bangka Belitung",579,7,546,26,"Province",1379767,84.01,106.5499324,-2.447444127
"7748",2020-10-29,"Kepulauan Riau",3901,94,2569,1238,"Province",1929400,235.24,108.261746,3.916346
"7749",2020-10-29,"Lampung",1757,74,1064,619,"Province",9095591,262.7,105.0214366,-4.916792975
"7750",2020-10-29,"Maluku",3790,47,3192,551,"Province",1847097,39.37,129.576792,-3.192572
"7751",2020-10-29,"Maluku Utara",2196,75,1951,170,"Province",1307803,40.89,127.5391072,0.212036949
"7752",2020-10-29,"Nusa Tenggara Barat",3950,219,3259,472,"Province",5270247,283.77,117.5086257,-8.606998866
"7753",2020-10-29,"Nusa Tenggara Timur",679,8,487,184,"Province",5411321,111.07,121.592271,-8.682205
"7754",2020-10-29,"Papua",8930,130,4665,4135,"Province",4340348,13.6,138.69603,-4.66620953
"7755",2020-10-29,"Papua Barat",4088,65,3506,517,"Province",1140701,11.08,132.9762624,-2.045160182
"7756",2020-10-29,"Riau",14510,326,10738,3446,"Province",6074100,69.8,101.8051092,0.511647851
"7757",2020-10-29,"Sulawesi Barat",1000,14,820,166,"Province",1559984,92.93,119.3450194,-2.461746053
"7758",2020-10-29,"Sulawesi Selatan",18248,463,16321,1464,"Province",9426885,201.78,120.1620559,-3.731080714
"7759",2020-10-29,"Sulawesi Tengah",855,34,637,184,"Province",2955567,47.79,121.2010927,-1.00413668
"7760",2020-10-29,"Sulawesi Tenggara",4901,80,3679,1142,"Province",2635461,69.23,122.070311,-4.124688793
"7761",2020-10-29,"Sulawesi Utara",5351,200,4488,663,"Province",2641884,190.17,124.5212396,1.259638212
"7762",2020-10-29,"Sumatera Barat",13977,263,8860,4854,"Province",5519245,131.37,100.4650624,-0.850253225
"7763",2020-10-29,"Sumatera Selatan",7744,413,6307,1024,"Province",8217551,89.72,104.1694647,-3.216211808
